%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1563269769965303464,3339,1563269769962157964,/gps,0,1,50.9390861667,-1.47202816667,15.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269770161493641,3340,1563269770158451080,/gps,0,1,50.9390858333,-1.47204066667,15.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269770399700334,3341,1563269770396218061,/gps,0,1,50.9390855,-1.47205433333,15.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269770575002946,3342,1563269770571691989,/gps,0,1,50.9390851667,-1.4720685,15.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269770776222904,3343,1563269770772615909,/gps,0,1,50.9390848333,-1.4720835,15.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269770991744207,3344,1563269770988368034,/gps,0,1,50.9390846667,-1.47209883333,15.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269771171093172,3345,1563269771167756080,/gps,0,1,50.9390846667,-1.4721145,15.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269771419021494,3346,1563269771412935972,/gps,0,1,50.9390848333,-1.47213016667,15.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269771597073580,3347,1563269771591428995,/gps,0,1,50.939085,-1.4721455,15.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269771812125522,3348,1563269771793256044,/gps,0,1,50.9390848333,-1.47216133333,15.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269771945257628,3349,1563269771943717956,/gps,0,1,50.9390848333,-1.47217666667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269772192018164,3350,1563269772189083099,/gps,0,1,50.9390846667,-1.47219166667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269772390995705,3351,1563269772386244058,/gps,0,1,50.9390838333,-1.47220633333,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269772798823078,3352,1563269772794274091,/gps,0,1,50.939081,-1.4722335,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269772988555616,3353,1563269772969774961,/gps,0,1,50.9390788333,-1.47224633333,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269773231767609,3354,1563269773213180065,/gps,0,1,50.9390766667,-1.47225816667,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269773403906939,3355,1563269773400659084,/gps,0,1,50.939074,-1.47226883333,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269773601986592,3356,1563269773597738981,/gps,0,1,50.9390711667,-1.4722785,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269773759381840,3357,1563269773756863117,/gps,0,1,50.9390683333,-1.47228733333,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269774173459934,3358,1563269774170702934,/gps,0,1,50.9390626667,-1.47230216667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269774419668642,3359,1563269774412853956,/gps,0,1,50.9390595,-1.4723085,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269774601974673,3360,1563269774597419023,/gps,0,1,50.9390566667,-1.47231466667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269774771625594,3361,1563269774768826007,/gps,0,1,50.9390535,-1.47232033333,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269774957456199,3362,1563269774955744981,/gps,0,1,50.9390501667,-1.47232583333,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269775192032458,3363,1563269775189840078,/gps,0,1,50.9390468333,-1.4723315,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269775391743113,3364,1563269775384306907,/gps,0,1,50.939043,-1.47233716667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269775818370713,3365,1563269775801728010,/gps,0,1,50.9390341667,-1.47234866667,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269775990501211,3366,1563269775975158929,/gps,0,1,50.9390285,-1.47235416667,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269776163300916,3367,1563269776161449909,/gps,0,1,50.9390221667,-1.47235983333,15.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269776401582524,3368,1563269776394347906,/gps,0,1,50.9390153333,-1.47236516667,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269776579483629,3369,1563269776573117971,/gps,0,1,50.9390076667,-1.47236983333,15.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269776787672029,3370,1563269776749440908,/gps,0,1,50.9389993333,-1.47237433333,15.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269777001478166,3371,1563269776989324092,/gps,0,1,50.9389901667,-1.47237816667,15.1,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269777181242538,3372,1563269777174582958,/gps,0,1,50.9389803333,-1.47238116667,15.1,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269777429805891,3373,1563269777412237882,/gps,0,1,50.9389696667,-1.47238366667,15.1,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269777590290819,3374,1563269777589042901,/gps,0,1,50.9389581667,-1.4723855,15.0,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269777772743383,3375,1563269777770247936,/gps,0,1,50.9389461667,-1.4723875,15.0,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269778191894298,3376,1563269778189064025,/gps,0,1,50.9389198333,-1.47239166667,15.0,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269778375115786,3377,1563269778372438907,/gps,0,1,50.9389055,-1.47239383333,15.0,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269778622552794,3378,1563269778612165927,/gps,0,1,50.9388906667,-1.47239616667,15.0,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269778814520324,3379,1563269778806627035,/gps,0,1,50.9388755,-1.4723985,14.9,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269778978879919,3380,1563269778972645998,/gps,0,1,50.9388595,-1.472401,14.9,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269779225983923,3381,1563269779212047100,/gps,0,1,50.938843,-1.47240333333,14.8,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269779390155511,3382,1563269779386584043,/gps,0,1,50.938826,-1.472406,14.8,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269779613971768,3383,1563269779608052015,/gps,0,1,50.9388086667,-1.4724085,14.8,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269779769574761,3384,1563269779766165971,/gps,0,1,50.9387906667,-1.47241183333,14.8,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269779997733669,3385,1563269779990319967,/gps,0,1,50.9387721667,-1.472415,14.8,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269780178371672,3386,1563269780174623012,/gps,0,1,50.9387533333,-1.47241833333,14.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269780415953607,3387,1563269780412132978,/gps,0,1,50.9387338333,-1.47242183333,14.7,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269780604088903,3388,1563269780593189001,/gps,0,1,50.938714,-1.47242533333,14.7,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269780772765933,3389,1563269780765280961,/gps,0,1,50.9386938333,-1.47242866667,14.6,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269780976367064,3390,1563269780954628944,/gps,0,1,50.938673,-1.47243183333,14.6,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269781203887262,3391,1563269781186816930,/gps,0,1,50.938652,-1.47243533333,14.6,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269781374320003,3392,1563269781368886947,/gps,0,1,50.9386305,-1.47243883333,14.5,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269781615294859,3393,1563269781612040042,/gps,0,1,50.9386085,-1.4724425,14.5,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269781826416132,3394,1563269781815280914,/gps,0,1,50.9385861667,-1.47244616667,14.5,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269781967028283,3395,1563269781964617013,/gps,0,1,50.9385636667,-1.47244983333,14.4,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269782190713655,3396,1563269782169359922,/gps,0,1,50.9385403333,-1.47245316667,14.4,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269782397795807,3397,1563269782389977931,/gps,0,1,50.938517,-1.47245683333,14.4,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269782585277639,3398,1563269782575099945,/gps,0,1,50.9384933333,-1.47246033333,14.4,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269782747724846,3399,1563269782744179964,/gps,0,1,50.93847,-1.47246333333,14.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269783196285264,3400,1563269783190978050,/gps,0,1,50.9384238333,-1.47246833333,14.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269783382815799,3401,1563269783378848075,/gps,0,1,50.9384011667,-1.4724705,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269783779838784,3402,1563269783775659084,/gps,0,1,50.9383578333,-1.47247366667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269783970715586,3403,1563269783950648069,/gps,0,1,50.9383375,-1.47247533333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269784199702621,3404,1563269784188926935,/gps,0,1,50.9383185,-1.47247633333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269784370292647,3405,1563269784366897106,/gps,0,1,50.9383003333,-1.47247716667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269784562161613,3406,1563269784558170080,/gps,0,1,50.9382838333,-1.4724775,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269784971382700,3407,1563269784965311050,/gps,0,1,50.9382548333,-1.47247816667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269785165969044,3408,1563269785150849103,/gps,0,1,50.9382423333,-1.47247816667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269785400357648,3409,1563269785396581888,/gps,0,1,50.9382313333,-1.47247816667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269785576282586,3410,1563269785568280935,/gps,0,1,50.9382211667,-1.472478,14.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269785759603213,3411,1563269785751394987,/gps,0,1,50.9382113333,-1.47247783333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786007891356,3412,1563269785994581937,/gps,0,1,50.9382016667,-1.47247783333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786175320437,3413,1563269786169183969,/gps,0,1,50.9381916667,-1.4724775,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786360309188,3414,1563269786352149963,/gps,0,1,50.9381823333,-1.47247733333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786594874919,3415,1563269786583861112,/gps,0,1,50.9381726667,-1.47247716667,14.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786773239080,3416,1563269786763225078,/gps,0,1,50.9381628333,-1.472477,14.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269786948875528,3417,1563269786940431118,/gps,0,1,50.9381526667,-1.47247666667,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269787411939315,3418,1563269787387270927,/gps,0,1,50.9381313333,-1.47247583333,14.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269787559600006,3419,1563269787549669027,/gps,0,1,50.9381208333,-1.4724755,14.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269787978587332,3420,1563269787971405982,/gps,0,1,50.9380976667,-1.472475,14.0,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269788156251116,3421,1563269788154535055,/gps,0,1,50.938085,-1.47247483333,13.9,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269788397973871,3422,1563269788385118961,/gps,0,1,50.9380718333,-1.4724745,13.9,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269788577303156,3423,1563269788564579010,/gps,0,1,50.9380578333,-1.472474,13.8,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269788773667835,3424,1563269788768738031,/gps,0,1,50.9380433333,-1.47247316667,13.8,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269789181727632,3425,1563269789168538093,/gps,0,1,50.938013,-1.472471,13.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269789368374363,3426,1563269789349052906,/gps,0,1,50.9379968333,-1.47246966667,13.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269789591821902,3427,1563269789588340997,/gps,0,1,50.9379801667,-1.472468,13.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269789766763381,3428,1563269789761346101,/gps,0,1,50.937963,-1.472466,13.7,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269789960090287,3429,1563269789955239057,/gps,0,1,50.9379455,-1.47246366667,13.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269790378996138,3430,1563269790373126983,/gps,0,1,50.9379093333,-1.47245833333,13.6,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269790554606952,3431,1563269790545305967,/gps,0,1,50.9378908333,-1.47245533333,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269790793381634,3432,1563269790785101890,/gps,0,1,50.9378716667,-1.472452,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269790968970144,3433,1563269790966238975,/gps,0,1,50.9378521667,-1.472448,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269791159388626,3434,1563269791155714035,/gps,0,1,50.9378325,-1.472444,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269791393895090,3435,1563269791391242980,/gps,0,1,50.9378121667,-1.4724395,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269791567878006,3436,1563269791564759016,/gps,0,1,50.9377918333,-1.472435,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269791779794220,3437,1563269791761506080,/gps,0,1,50.937771,-1.47243016667,13.5,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269791987843287,3438,1563269791984612941,/gps,0,1,50.93775,-1.47242533333,13.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269792172283794,3439,1563269792166310071,/gps,0,1,50.9377286667,-1.47242016667,13.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269792365776275,3440,1563269792360893964,/gps,0,1,50.9377068333,-1.4724145,13.4,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269792608538491,3441,1563269792588999986,/gps,0,1,50.9376846667,-1.472409,13.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269792798554527,3442,1563269792782638072,/gps,0,1,50.9376625,-1.47240283333,13.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269792938648195,3443,1563269792937006950,/gps,0,1,50.9376398333,-1.47239683333,13.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269793192730786,3444,1563269793183032989,/gps,0,1,50.9376175,-1.47239116667,13.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269793365080492,3445,1563269793361896991,/gps,0,1,50.9375955,-1.47238583333,13.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269793559740374,3446,1563269793552406072,/gps,0,1,50.9375736667,-1.47238066667,13.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269793736636995,3447,1563269793728691101,/gps,0,1,50.9375515,-1.472376,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269793977393827,3448,1563269793963010072,/gps,0,1,50.9375293333,-1.47237166667,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269794143736373,3449,1563269794141242027,/gps,0,1,50.937507,-1.47236766667,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269794395228055,3450,1563269794382756948,/gps,0,1,50.9374841667,-1.47236416667,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269794562468874,3451,1563269794560734033,/gps,0,1,50.937461,-1.472361,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269794737168359,3452,1563269794735954046,/gps,0,1,50.9374375,-1.47235833333,13.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269794939915284,3453,1563269794930994033,/gps,0,1,50.9374136667,-1.47235616667,13.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269795162462247,3454,1563269795159430027,/gps,0,1,50.9373898333,-1.47235433333,13.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269795356304948,3455,1563269795348124027,/gps,0,1,50.9373661667,-1.47235333333,13.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269795586177390,3456,1563269795582325935,/gps,0,1,50.9373426667,-1.47235283333,13.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269795968056248,3457,1563269795961958885,/gps,0,1,50.937297,-1.47235166667,13.0,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269796118543313,3458,1563269796112751960,/gps,0,1,50.9372756667,-1.472351,13.0,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269796363257119,3459,1563269796357995986,/gps,0,1,50.9372555,-1.47235016667,13.0,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269796557182479,3460,1563269796540760993,/gps,0,1,50.9372366667,-1.47234916667,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269796724637801,3461,1563269796718965053,/gps,0,1,50.9372193333,-1.4723485,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269796962513282,3462,1563269796960326910,/gps,0,1,50.9372033333,-1.47234766667,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269797158349367,3463,1563269797155786037,/gps,0,1,50.9371891667,-1.472347,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269797326446408,3464,1563269797321099996,/gps,0,1,50.9371763333,-1.47234616667,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269797745055448,3465,1563269797741729021,/gps,0,1,50.9371536667,-1.47234466667,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269797922891206,3466,1563269797920499086,/gps,0,1,50.937143,-1.47234366667,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269798185596123,3467,1563269798170310020,/gps,0,1,50.9371325,-1.472343,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269798349631642,3468,1563269798343142986,/gps,0,1,50.9371213333,-1.472342,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269798548707202,3469,1563269798541759014,/gps,0,1,50.937111,-1.47234133333,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269798765378915,3470,1563269798758629083,/gps,0,1,50.9371003333,-1.47234033333,12.9,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269798937476099,3471,1563269798934967041,/gps,0,1,50.9370895,-1.47233933333,12.8,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269799117663718,3472,1563269799112893104,/gps,0,1,50.9370786667,-1.47233833333,12.8,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269799384181507,3473,1563269799374875068,/gps,0,1,50.937067,-1.47233716667,12.7,0.6241,0.0,0.0,0.0,0.6241,0.0,0.0,0.0,2.4964,1
1563269799587419426,3474,1563269799569679975,/gps,0,1,50.9370568333,-1.472336,12.6,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269799751468417,3475,1563269799748106002,/gps,0,1,50.9370448333,-1.4723345,12.6,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269799962866404,3476,1563269799958087921,/gps,0,1,50.9370333333,-1.4723335,12.5,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269800139649069,3477,1563269800135025024,/gps,0,1,50.9370208333,-1.472332,12.5,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269800393314077,3478,1563269800382100105,/gps,0,1,50.9370083333,-1.47233033333,12.4,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269800760960296,3479,1563269800755724906,/gps,0,1,50.9369825,-1.47232683333,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269800960038288,3480,1563269800939438104,/gps,0,1,50.936969,-1.47232466667,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269801174285722,3481,1563269801159976005,/gps,0,1,50.9369553333,-1.472322,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269801364519109,3482,1563269801357939958,/gps,0,1,50.9369413333,-1.4723185,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269801530416999,3483,1563269801523005008,/gps,0,1,50.9369271667,-1.47231383333,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269801796386993,3484,1563269801783174037,/gps,0,1,50.9369131667,-1.47230833333,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269801946016651,3485,1563269801943206071,/gps,0,1,50.936899,-1.4723015,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269802149245513,3486,1563269802144752025,/gps,0,1,50.9368853333,-1.47229366667,12.3,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269802372215467,3487,1563269802368029117,/gps,0,1,50.9368715,-1.4722845,12.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269802554070282,3488,1563269802548388004,/gps,0,1,50.9368581667,-1.472274,12.2,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269802728987088,3489,1563269802726798057,/gps,0,1,50.936845,-1.4722625,12.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269803164511358,3490,1563269803141845941,/gps,0,1,50.9368196667,-1.47223533333,12.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269803390899899,3491,1563269803381970882,/gps,0,1,50.9368076667,-1.47221983333,12.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269803561876020,3492,1563269803557661056,/gps,0,1,50.9367961667,-1.47220283333,12.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269803759388900,3493,1563269803751914024,/gps,0,1,50.9367851667,-1.4721845,12.1,0.5476,0.0,0.0,0.0,0.5476,0.0,0.0,0.0,2.1904,1
1563269803984225514,3494,1563269803981981039,/gps,0,1,50.936775,-1.47216516667,12.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269804166815235,3495,1563269804164755105,/gps,0,1,50.9367656667,-1.47214433333,12.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269804378410157,3496,1563269804362510919,/gps,0,1,50.936757,-1.472122,12.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269804587402266,3497,1563269804581799030,/gps,0,1,50.9367495,-1.4720985,12.3,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269804768004235,3498,1563269804762069940,/gps,0,1,50.936743,-1.47207366667,12.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
1563269804944023513,3499,1563269804940443038,/gps,0,1,50.9367375,-1.47204766667,12.2,0.5184,0.0,0.0,0.0,0.5184,0.0,0.0,0.0,2.0736,1
